Date,Last Price,Volume
8/22/2012,1412.25,1671976
8/21/2012,1412.5,1730302
8/20/2012,1414.75,1110701
8/17/2012,1415.25,1138845
8/16/2012,1413,1482299
8/15/2012,1403.5,1102404
8/14/2012,1401.5,1435041
8/13/2012,1402.5,1202738
8/10/2012,1402.5,1241893
8/9/2012,1400.5,1179236
8/8/2012,1398.25,1227651
8/7/2012,1397,1459898
8/6/2012,1390,1164883
8/3/2012,1389,1943890
8/2/2012,1362,2827731
8/1/2012,1370.5,1789642
7/31/2012,1374.5,1774239
7/30/2012,1380.5,1483220
7/27/2012,1382.5,2495264
7/26/2012,1354.75,2275647
7/25/2012,1335,1840145
7/24/2012,1329.5,2110235
7/23/2012,1343.75,2078031
7/20/2012,1358.25,1799655
7/19/2012,1372,1742592
7/18/2012,1367.25,1797476
7/17/2012,1358.5,1970476
7/16/2012,1347.5,1546166
7/13/2012,1351.75,1758313
7/12/2012,1329.25,1904845
7/11/2012,1336.25,1910327
7/10/2012,1335.5,2019424
7/9/2012,1349.25,1468459
7/6/2012,1351.75,1952810
7/5/2012,1361.5,1880977
7/3/2012,1368,1043774
7/2/2012,1357.5,1687967
6/29/2012,1356.5,2484771
6/28/2012,1322.5,2290787
6/27/2012,1325.5,1615882
6/26/2012,1315.5,1810326
6/25/2012,1306.5,1840378
6/22/2012,1326.75,1858689
6/21/2012,1318.25,2708047
6/20/2012,1350.75,2359064
6/19/2012,1350.5,1771063
6/18/2012,1341,2069087
6/15/2012,1336.47,72958
6/14/2012,1333,485343
6/13/2012,1315.5,510825
6/12/2012,1326.75,817732
6/11/2012,1307,1171295
6/8/2012,1328.75,1334013
6/7/2012,1316.75,2577317
6/6/2012,1315.5,2836135
6/5/2012,1285,2034610
6/4/2012,1273,2334031
6/1/2012,1274,3276495
5/31/2012,1309.25,2745153
5/30/2012,1308.5,2313601
5/29/2012,1333.5,2235310
5/25/2012,1315,1519593
5/24/2012,1322.5,2171122
5/23/2012,1315.75,2555000
5/22/2012,1314.75,2449047
5/21/2012,1315.75,2041257
5/18/2012,1290.75,2775704
5/17/2012,1301.25,2883903
5/16/2012,1322.5,2281345
5/15/2012,1328.25,2395350
5/14/2012,1334,1912794
5/11/2012,1350,1839116
5/10/2012,1357.5,1836066
5/9/2012,1351,2523171
5/8/2012,1358.5,2306906
5/7/2012,1365.75,1606353
5/4/2012,1362.5,2074698
5/3/2012,1386,1759554
5/2/2012,1397.5,1679970
5/1/2012,1400.5,1305365
4/30/2012,1393.5,1319740
4/27/2012,1398.5,1610498
4/26/2012,1396.75,1666428
4/25/2012,1387.25,1827184
4/24/2012,1370,1439403
4/23/2012,1362.75,1848613
4/20/2012,1375.25,1808198
4/19/2012,1372.5,2631716
4/18/2012,1378.25,1848186
4/17/2012,1383.5,1847678
4/16/2012,1364,1959799
4/13/2012,1365,1925749
4/12/2012,1386,1852924
4/11/2012,1364,1739768
4/10/2012,1357,2514979
4/9/2012,1375,1082026
4/6/2012,1390.25,197999
4/5/2012,1390.25,1536406
4/4/2012,1393.25,1826283
4/3/2012,1408.75,1673086
4/2/2012,1412.5,1718252
3/30/2012,1403.25,1616860
3/29/2012,1398.25,1826376
3/28/2012,1400.25,1752041
3/27/2012,1406.5,1251732
3/26/2012,1415,1456063
3/23/2012,1394,1559328
3/22/2012,1389,1682241
3/21/2012,1397.5,1533339
3/20/2012,1400,1583682
3/19/2012,1404,1517944
3/16/2012,1405.11,48062
3/15/2012,1401.75,352598
3/14/2012,1394.25,511055
3/13/2012,1396.25,1018838
3/12/2012,1372.5,904651
3/9/2012,1372.5,1062312
3/8/2012,1366.5,1830086
3/7/2012,1352.75,1888277
3/6/2012,1342,2446910
3/5/2012,1364.5,1528635
3/2/2012,1368.75,1458860
3/1/2012,1374.5,1966089
2/29/2012,1364.5,2280683
2/28/2012,1371.5,1540432
2/27/2012,1367.25,1662699
2/24/2012,1363.25,1165325
2/23/2012,1363,1593827
2/22/2012,1356,1439240
2/21/2012,1360,1582147
2/17/2012,1359.75,1247605
2/16/2012,1354.75,1959657
2/15/2012,1342.25,2275907
2/14/2012,1347.75,1735366
2/13/2012,1349,1234654
2/10/2012,1340.5,1713453
2/9/2012,1348.25,1750116
2/8/2012,1347,1540962
2/7/2012,1344.75,1498761
2/6/2012,1339,1191584
2/3/2012,1339,1704222
2/2/2012,1322.75,1352211
2/1/2012,1319.75,1904532
1/31/2012,1308.25,1891559
1/30/2012,1309,1710571
1/27/2012,1312.5,1730421
1/26/2012,1315.25,2001696
1/25/2012,1320.25,1968562
1/24/2012,1311.5,1468957
1/23/2012,1311,1594961
1/20/2012,1310.75,1416582
1/19/2012,1310.5,1837168
1/18/2012,1302.25,2003604
1/17/2012,1289.25,1836820
1/13/2012,1289,2114591
1/12/2012,1291.75,1754245
1/11/2012,1288.25,1800297
1/10/2012,1286,1531383
1/9/2012,1275.5,1437855
1/6/2012,1274.25,1691681
1/5/2012,1273,1815274
1/4/2012,1273,1417634
1/3/2012,1272,1563690
12/30/2011,1252.5,691026
12/29/2011,1257.5,874817
12/28/2011,1244.5,1012280
12/27/2011,1260.25,507304
12/23/2011,1260.25,693965
12/22/2011,1249,1332518
12/21/2011,1236.25,1986543
12/20/2011,1236,1825749
12/19/2011,1199,1683745
12/16/2011,1225.05,75185
12/15/2011,1218,327313
12/14/2011,1212.5,593669
12/13/2011,1226.25,999447
12/12/2011,1235.25,908398
12/9/2011,1258.75,1143685
12/8/2011,1236,2442801
12/7/2011,1264,2724649
12/6/2011,1255,2184175
12/5/2011,1255,2333706
12/2/2011,1243.5,2177069
12/1/2011,1243.5,2110117
11/30/2011,1246,3292771
11/29/2011,1196.5,2421277
11/28/2011,1191,2361257
11/25/2011,1153.5,1518196
11/23/2011,1160,2322710
11/22/2011,1182.75,2306750
11/21/2011,1190.75,2392631
11/18/2011,1214,2171965
11/17/2011,1214.75,3096373
11/16/2011,1231,2708943
11/15/2011,1254,2243400
11/14/2011,1252.5,1865879
11/11/2011,1261.5,1601758
11/10/2011,1237.5,2581674
11/9/2011,1225.5,3240999
11/8/2011,1273.25,2240883
11/7/2011,1257.5,1982059
11/4/2011,1251,2242372
11/3/2011,1255.75,2822919
11/2/2011,1234.25,2238819
11/1/2011,1224.5,3665430
10/31/2011,1249.25,2236975
10/28/2011,1281,1912116
10/27/2011,1282.5,3276168
10/26/2011,1237.5,2696010
10/25/2011,1224.5,2627710
10/24/2011,1247,2001503
10/21/2011,1235.25,2108610
10/20/2011,1210,2898123
10/19/2011,1206.5,2426086
10/18/2011,1223,2978305
10/17/2011,1194,2384903
10/14/2011,1219.25,2194541
10/13/2011,1198,2316227
10/12/2011,1198.25,2558541
10/11/2011,1189.5,1949051
10/10/2011,1191,1775475
10/7/2011,1155,2865429
10/6/2011,1157.5,2903749
10/5/2011,1135,3018143
10/4/2011,1113.5,4171362
10/3/2011,1086.25,3496542
9/30/2011,1126,2978299
9/29/2011,1156.25,2970593
9/28/2011,1148.75,2798516
9/27/2011,1169.5,3246492
9/26/2011,1158.5,3085037
9/23/2011,1129.75,3347254
9/22/2011,1123.5,4733306
9/21/2011,1155.75,3254771
9/20/2011,1196,2593893
9/19/2011,1197.75,2446620
9/16/2011,1216.74,112958
9/15/2011,1210.75,457743
9/14/2011,1188.5,868479
9/13/2011,1171.5,1128791
9/12/2011,1163.25,1147494
9/9/2011,1158,1612394
9/8/2011,1185.75,2135273
9/7/2011,1199,2578150
9/6/2011,1164.5,3521190
9/2/2011,1169.25,2426867
9/1/2011,1201.25,2656315
8/31/2011,1217.75,3150698
8/30/2011,1204.75,2575430
8/29/2011,1208,1832857
8/26/2011,1176,3053686
8/25/2011,1157.5,3198280
8/24/2011,1172,2604968
8/23/2011,1158.5,3338118
8/22/2011,1123.25,2698067
8/19/2011,1124,3558566
8/18/2011,1143.5,3795010
8/17/2011,1190,2101855
8/16/2011,1192.25,2546769
8/15/2011,1198.5,1989756
8/12/2011,1176.75,2715118
8/11/2011,1168.5,4467662
8/10/2011,1123.5,4891206
8/9/2011,1171.75,6279037
8/8/2011,1111.25,6171543
8/5/2011,1197.75,6158899
8/4/2011,1198.75,5031371
8/3/2011,1254.5,3814875
8/2/2011,1247.25,3293753
8/1/2011,1279.75,3020116
7/29/2011,1288.5,2886161
7/28/2011,1296.75,2337691
7/27/2011,1299,2535676
7/26/2011,1326.25,1697586
7/25/2011,1333.5,1638213
7/22/2011,1341,1471955
7/21/2011,1342.5,2311271
7/20/2011,1321.25,1637321
7/19/2011,1321.25,2098625
7/18/2011,1300.5,2167934
7/15/2011,1315,2296513
7/14/2011,1306.75,2877782
7/13/2011,1312.25,2315093
7/12/2011,1310.75,2888474
7/11/2011,1318.5,2427261
7/8/2011,1341.75,2251831
7/7/2011,1351.75,1677856
7/6/2011,1335.75,1816163
7/5/2011,1336.75,1727465
7/1/2011,1334.75,1954616
6/30/2011,1315.5,1866887
6/29/2011,1304.25,2488363
6/28/2011,1294.5,1912881
6/27/2011,1276.25,1990372
6/24/2011,1264,2493241
6/23/2011,1277,3315380
6/22/2011,1279.75,1869419
6/21/2011,1288,2074533
6/20/2011,1273.75,1675015
6/17/2011,1279.4,63172
6/16/2011,1269,407023
6/15/2011,1265.5,757016
6/14/2011,1290,1067059
6/13/2011,1271.5,796518
6/10/2011,1269.25,1453338
6/9/2011,1287.5,1715727
6/8/2011,1277,2686130
6/7/2011,1284.75,2060288
6/6/2011,1285,2184760
6/3/2011,1296.25,2665742
6/2/2011,1312.5,2430378
6/1/2011,1312,2666114
5/31/2011,1344,1909242
5/27/2011,1330,1388644
5/26/2011,1326.5,2284967
5/25/2011,1316.5,2100099
5/24/2011,1313.5,1859801
5/23/2011,1315.25,2050172
5/20/2011,1327.75,2247208
5/19/2011,1341.75,1825276
5/18/2011,1338.5,1610420
5/17/2011,1325.5,2289894
5/16/2011,1325.5,2176346
5/13/2011,1334,2233850
5/12/2011,1347.5,2253407
5/11/2011,1338.75,2190906
5/10/2011,1353.75,1571216
5/9/2011,1342.75,1665449
5/6/2011,1334.5,2671717
5/5/2011,1335,2913889
5/4/2011,1343,2376784
5/3/2011,1352,1674060
5/2/2011,1357.75,1707040
4/29/2011,1359.75,1270478
4/28/2011,1355,1705011
4/27/2011,1351,1384727
4/26/2011,1341,1383391
4/25/2011,1330.75,597762
4/21/2011,1331,1271379
4/20/2011,1328.25,1870221
4/19/2011,1308.5,1527562
4/18/2011,1301,2255340
4/15/2011,1318.75,1633383
4/14/2011,1310.25,2022559
4/13/2011,1308.75,1894085
4/12/2011,1308.25,2078178
4/11/2011,1319.5,1527470
4/8/2011,1323.75,1857370
4/7/2011,1328.5,2179895
4/6/2011,1329,1656542
4/5/2011,1326.75,1555950
4/4/2011,1329.25,1272234
4/1/2011,1327.75,1658616
3/31/2011,1321,1520310
3/30/2011,1324,1402333
3/29/2011,1316.5,1548050
3/28/2011,1302.25,1278479
3/25/2011,1310,1643313
3/24/2011,1305.25,1828579
3/23/2011,1292,1938311
3/22/2011,1288.25,1441789
3/21/2011,1293,1487398
3/18/2011,1291,90105
3/17/2011,1273.75,478790
3/16/2011,1258.75,761403
3/15/2011,1280,1006452
3/14/2011,1295.5,817826
3/11/2011,1306,1121697
3/10/2011,1294.25,2602250
3/9/2011,1315.5,2195670
3/8/2011,1320,2206427
3/7/2011,1309,2701105
3/4/2011,1320.25,2937134
3/3/2011,1329.75,2354766
3/2/2011,1305.75,2679910
3/1/2011,1301,3051801
2/28/2011,1326,1928682
2/25/2011,1318.75,1823171
2/24/2011,1302.75,2890907
2/23/2011,1305.5,3073462
2/22/2011,1314.5,3255745
2/18/2011,1342.5,1511791
2/17/2011,1337.75,1676969
2/16/2011,1333,1799057
2/15/2011,1326.25,1447179
2/14/2011,1327.75,1169256
2/11/2011,1327.25,1879819
2/10/2011,1318.75,2054732
2/9/2011,1319.25,1824724
2/8/2011,1321.75,1449543
2/7/2011,1315.75,1501112
2/4/2011,1307.25,1583557
2/3/2011,1303.25,1827301
2/2/2011,1300,1392927
2/1/2011,1302.75,2089240
1/31/2011,1282.5,2313880
1/28/2011,1271.5,3235835
1/27/2011,1295.75,1552301
1/26/2011,1293.5,1608754
1/25/2011,1287.5,2360267
1/24/2011,1288.5,1636119
1/21/2011,1279.75,2011881
1/20/2011,1276.25,2322868
1/19/2011,1278.5,2322168
1/18/2011,1294.75,1672294
1/14/2011,1289.5,1628778
1/13/2011,1281.25,1670930
1/12/2011,1283.5,1603436
1/11/2011,1270.5,1623507
1/10/2011,1265.5,1875738
1/7/2011,1267.5,2169192
1/6/2011,1270.25,1601075
1/5/2011,1271.75,1781256
1/4/2011,1265.25,1769443
1/3/2011,1265.25,1589787
12/31/2010,1253,667046
12/30/2010,1254.5,712796
12/29/2010,1255.75,587441
12/28/2010,1254,553798
12/27/2010,1253.25,581640
12/23/2010,1253,592048
12/22/2010,1254.5,664354
12/21/2010,1250.75,938860
12/20/2010,1241.25,1145804
12/17/2010,1242.35,47534
12/16/2010,1243.5,317800
12/15/2010,1237,532608
12/14/2010,1241.75,659316
12/13/2010,1241.25,682650
12/10/2010,1241,892424
12/9/2010,1233,1387954
12/8/2010,1228.75,2136410
12/7/2010,1223.25,2449423
12/6/2010,1222,1324717
12/3/2010,1223.5,1889908
12/2/2010,1222.75,2035142
12/1/2010,1204.5,2346276
11/30/2010,1179.5,3086086
11/29/2010,1186.5,2491942
11/26/2010,1183.25,963332
11/24/2010,1196.5,1818843
11/23/2010,1178.25,2453310
11/22/2010,1198,2209898
11/19/2010,1198.25,1732259
11/18/2010,1197.75,2067180
11/17/2010,1177.5,2017449
11/16/2010,1174.75,3168883
11/15/2010,1195.75,2070996
11/12/2010,1195.5,2766115
11/11/2010,1211,1775665
11/10/2010,1214,2481333
11/9/2010,1211,2319633
11/8/2010,1220,1511467
11/5/2010,1222,2101279
11/4/2010,1218.5,2299798
11/3/2010,1197.25,2360503
11/2/2010,1192.75,1573659
11/1/2010,1183,2027182
10/29/2010,1179.75,1751544
10/28/2010,1179.25,2014979
10/27/2010,1178.75,2241130
10/26/2010,1182.75,1743843
10/25/2010,1182.75,1752512
10/22/2010,1180.75,1204824
10/21/2010,1175.75,2407311
10/20/2010,1174.75,2287491
10/19/2010,1163.75,3055906
10/18/2010,1178.25,1463358
10/15/2010,1175,2639031
10/14/2010,1173.5,2400134
10/13/2010,1174.25,2151277
10/12/2010,1164.5,1908021
10/11/2010,1162.25,1005696
10/8/2010,1160.5,1963670
10/7/2010,1156.5,1988384
10/6/2010,1155.75,1720880
10/5/2010,1154.75,2202180
10/4/2010,1134.75,1847307
10/1/2010,1142.25,2065971
9/30/2010,1136.75,2822726
9/29/2010,1141,1854883
9/28/2010,1141.75,2302685
9/27/2010,1137.75,1342389
9/24/2010,1143.25,1841773
9/23/2010,1120.5,2183277
9/22/2010,1129.75,1952141
9/21/2010,1134.75,2079142
9/20/2010,1136.5,1787300
9/17/2010,1133,74961
9/16/2010,1127.75,375122
9/15/2010,1125.75,536325
9/14/2010,1120.75,636121
9/13/2010,1121.25,891528
9/10/2010,1109.75,890439
9/9/2010,1102.5,1612227
9/8/2010,1099.25,2001331
9/7/2010,1091.25,1742935
9/3/2010,1103.5,2011872
9/2/2010,1089.5,1601762
9/1/2010,1081.75,2356116
8/31/2010,1048.25,2516451
8/30/2010,1045,1486076
8/27/2010,1063.75,2540909
8/26/2010,1044.75,1990651
8/25/2010,1054.5,2469673
8/24/2010,1049.75,2463456
8/23/2010,1065.5,1552340
8/20/2010,1070.25,1806478
8/19/2010,1071.25,2435373
8/18/2010,1086.75,1808554
8/17/2010,1089,1779783
8/16/2010,1077,1609731
8/13/2010,1076,1479393
8/12/2010,1079.25,2180592
8/11/2010,1085,2638633
8/10/2010,1119.75,2030147
8/9/2010,1125.5,998906
8/6/2010,1119.5,2177263
8/5/2010,1123.5,1331274
8/4/2010,1124.5,1591800
8/3/2010,1118.25,1493524
8/2/2010,1121.75,1611264
7/30/2010,1098.25,2133582
7/29/2010,1097,2247428
7/28/2010,1102,1641500
7/27/2010,1111,1822245
7/26/2010,1109.5,1539071
7/23/2010,1100.5,2091081
7/22/2010,1087.75,2178892
7/21/2010,1064,2436304
7/20/2010,1080,2275326
7/19/2010,1063.75,1734088
7/16/2010,1063,2499790
7/15/2010,1090.5,2416608
7/14/2010,1091,1940692
7/13/2010,1089.75,2000432
7/12/2010,1076.5,1380636
7/9/2010,1072.5,1421564
7/8/2010,1067,2098747
7/7/2010,1059.25,2555689
7/6/2010,1024.25,2431442
7/2/2010,1014.25,2134035
7/1/2010,1021.75,3343250
6/30/2010,1026.5,2620502
6/29/2010,1035.25,3104749
6/28/2010,1071,1686715
6/25/2010,1074.75,2448151
6/24/2010,1070.5,2548207
6/23/2010,1087.5,2234836
6/22/2010,1090.5,2285497
6/21/2010,1110.5,2160771
6/18/2010,1118.83,58546
6/17/2010,1116.25,469613
6/16/2010,1114,589440
6/15/2010,1113.5,795131
6/14/2010,1090.5,887308
6/11/2010,1089.25,1167326
6/10/2010,1083.75,2420258
6/9/2010,1055.5,2970184
6/8/2010,1059.25,3399280
6/7/2010,1048,2390486
6/4/2010,1066,3210481
6/3/2010,1103.5,2031604
6/2/2010,1096.75,2214865
6/1/2010,1069.5,2592122
5/28/2010,1088.5,2367380
5/27/2010,1101,2929237
5/26/2010,1061.25,2925947
5/25/2010,1073,3431574
5/24/2010,1071,2225286
5/21/2010,1084.5,4023957
5/20/2010,1070,4373681
5/19/2010,1110,3585102
5/18/2010,1118.75,3092769
5/17/2010,1134.5,3045653
5/14/2010,1135.25,2954607
5/13/2010,1156.75,1963587
5/12/2010,1169.75,2106419
5/11/2010,1152.25,2659948
5/10/2010,1156.5,3638568
5/7/2010,1107,5013862
5/6/2010,1122.5,5674895
5/5/2010,1164,3056854
5/4/2010,1172.5,3552538
5/3/2010,1198.5,1796282
4/30/2010,1183.5,2896699
4/29/2010,1205.25,1978106
4/28/2010,1190,2857064
4/27/2010,1181,3590721
4/26/2010,1208.25,1621388
4/23/2010,1212.25,1856101
4/22/2010,1201.75,2668931
4/21/2010,1200.5,2148731
4/20/2010,1205.5,1533730
4/19/2010,1195.5,2469267
4/16/2010,1190.25,3584805
4/15/2010,1208.5,1732427
4/14/2010,1206.5,1723682
4/13/2010,1193,1553591
4/12/2010,1192.5,1250421
4/9/2010,1192.5,1450628
4/8/2010,1183.75,1900014
4/7/2010,1179,2150194
4/6/2010,1185.75,1395387
4/5/2010,1183,1025888
4/1/2010,1173.75,1933171
3/31/2010,1165.25,2101730
3/30/2010,1169.5,1642976
3/29/2010,1168.75,1453231
3/26/2010,1163.5,2158979
3/25/2010,1162.75,2354673
3/24/2010,1164.5,1983392
3/23/2010,1169.5,1852348
3/22/2010,1162,1915570
3/19/2010,1172.95,57789
3/18/2010,1166,323112
3/17/2010,1165.75,382975
3/16/2010,1159.5,534353
3/15/2010,1150.25,541039
3/12/2010,1151.25,820606
3/11/2010,1150.5,1642010
3/10/2010,1145.75,2112662
3/9/2010,1140.5,1759468
3/8/2010,1137,1175918
3/5/2010,1136.5,1869074
3/4/2010,1122.25,1456698
3/3/2010,1118.5,1581434
3/2/2010,1117.5,1502547
3/1/2010,1114.5,1614001
2/26/2010,1103.5,1942627
2/25/2010,1102.25,2696848
2/24/2010,1103.5,1882885
2/23/2010,1097.25,2224420
2/22/2010,1107.5,1317255
2/19/2010,1106.25,2095859
2/18/2010,1105.5,1831933
2/17/2010,1099.5,1669958
2/16/2010,1093.25,1760773
2/12/2010,1079,2746593
2/11/2010,1076.5,2261897
2/10/2010,1063.25,2200307
2/9/2010,1066.25,3014373
2/8/2010,1056,2046336
2/5/2010,1059.75,3963729
2/4/2010,1061.75,3296423
2/3/2010,1096.5,1883086
2/2/2010,1097.25,2102320
2/1/2010,1086.25,1896011
1/29/2010,1070.5,3042043
1/28/2010,1079.25,3030021
1/27/2010,1094.5,2614146
1/26/2010,1087.25,2431164
1/25/2010,1092.5,2059400
1/22/2010,1091,3516342
1/21/2010,1111,3413319
1/20/2010,1134,2370298
1/19/2010,1145.75,1915929
1/15/2010,1132.25,2031715
1/14/2010,1145.25,1346436
1/13/2010,1141.5,2110033
1/12/2010,1134,2089364
1/11/2010,1142.5,1444997
1/8/2010,1141.5,1508175
1/7/2010,1137.5,1553963
1/6/2010,1133,1252015
1/5/2010,1132.25,1368386
1/4/2010,1128.75,1282633
12/31/2009,1110.75,636905
12/30/2009,1122,593863
12/29/2009,1121.75,577267
12/28/2009,1123,472715
12/24/2009,1122,248984
12/23/2009,1115.5,724432
12/22/2009,1113.5,923487
12/21/2009,1108.25,1157286
12/18/2009,1102.38,58323
12/17/2009,1099,346525
12/16/2009,1110.5,401776
12/15/2009,1108.75,629375
12/14/2009,1113.5,757740
12/11/2009,1108,798580
12/10/2009,1102,1327831
12/9/2009,1095.5,2239481
12/8/2009,1090,2251962
12/7/2009,1103.75,1572214
12/4/2009,1108,2928961
12/3/2009,1098,2054949
12/2/2009,1108,1669060
12/1/2009,1108.5,1835688
11/30/2009,1094.75,2016591
11/27/2009,1089.5,1704981
11/25/2009,1109,1078340
11/24/2009,1103,1584089
